2025-06-27T10:06:04.042464Z,nv_cpu_memory_total_bytes,6687541568.81
2025-06-27T10:07:04.042464Z,nv_cpu_memory_total_bytes,9859324536.04
2025-06-27T10:08:04.042464Z,nv_cpu_memory_total_bytes,8084765073.3
2025-06-27T10:09:04.042464Z,nv_cpu_memory_total_bytes,9800624112.85
2025-06-27T10:10:04.042464Z,nv_cpu_memory_total_bytes,7338040680.86
2025-06-27T10:11:04.042464Z,nv_cpu_memory_total_bytes,7838081374.49
2025-06-27T10:12:04.042464Z,nv_cpu_memory_total_bytes,9197096429.23
2025-06-27T10:13:04.042464Z,nv_cpu_memory_total_bytes,8076191257.43
2025-06-27T10:14:04.042464Z,nv_cpu_memory_total_bytes,7355648357.47
2025-06-27T10:15:04.042464Z,nv_cpu_memory_total_bytes,9270305961.87
2025-06-27T10:16:04.042464Z,nv_cpu_memory_total_bytes,7635946861.78
2025-06-27T10:17:04.042464Z,nv_cpu_memory_total_bytes,9891934317.11
2025-06-27T10:18:04.042464Z,nv_cpu_memory_total_bytes,8063184885.0
2025-06-27T10:19:04.042464Z,nv_cpu_memory_total_bytes,8622172720.49
2025-06-27T10:20:04.042464Z,nv_cpu_memory_total_bytes,9839172672.11
2025-06-27T10:21:04.042464Z,nv_cpu_memory_total_bytes,9187504967.01
2025-06-27T10:22:04.042464Z,nv_cpu_memory_total_bytes,9473893251.58
2025-06-27T10:23:04.042464Z,nv_cpu_memory_total_bytes,9344234250.73
2025-06-27T10:24:04.042464Z,nv_cpu_memory_total_bytes,9455425521.52
2025-06-27T10:25:04.042464Z,nv_cpu_memory_total_bytes,6977402875.07
2025-06-27T10:26:04.042464Z,nv_cpu_memory_total_bytes,7021757551.67
2025-06-27T10:27:04.042464Z,nv_cpu_memory_total_bytes,7453860133.87
2025-06-27T10:28:04.042464Z,nv_cpu_memory_total_bytes,8222561617.52
2025-06-27T10:29:04.042464Z,nv_cpu_memory_total_bytes,8818569119.33
2025-06-27T10:30:04.042464Z,nv_cpu_memory_total_bytes,8813543006.2
2025-06-27T10:31:04.042464Z,nv_cpu_memory_total_bytes,7873659042.39
2025-06-27T10:32:04.042464Z,nv_cpu_memory_total_bytes,7988462489.07
2025-06-27T10:33:04.042464Z,nv_cpu_memory_total_bytes,8473434128.85
2025-06-27T10:34:04.042464Z,nv_cpu_memory_total_bytes,9376306575.59
2025-06-27T10:35:04.042464Z,nv_cpu_memory_total_bytes,7576723631.15
2025-06-27T10:36:04.042464Z,nv_cpu_memory_total_bytes,9071783003.4
2025-06-27T10:37:04.042464Z,nv_cpu_memory_total_bytes,9276840494.34
2025-06-27T10:38:04.042464Z,nv_cpu_memory_total_bytes,7719903708.99
2025-06-27T10:39:04.042464Z,nv_cpu_memory_total_bytes,7006376414.5
2025-06-27T10:40:04.042464Z,nv_cpu_memory_total_bytes,9007622703.13
2025-06-27T10:41:04.042464Z,nv_cpu_memory_total_bytes,9793170407.24
2025-06-27T10:42:04.042464Z,nv_cpu_memory_total_bytes,8339378295.16
2025-06-27T10:43:04.042464Z,nv_cpu_memory_total_bytes,9692584185.65
2025-06-27T10:44:04.042464Z,nv_cpu_memory_total_bytes,9225563712.31
2025-06-27T10:45:04.042464Z,nv_cpu_memory_total_bytes,8623625132.85
2025-06-27T10:46:04.042464Z,nv_cpu_memory_total_bytes,7501162042.77
2025-06-27T10:47:04.042464Z,nv_cpu_memory_total_bytes,8545923332.61
2025-06-27T10:48:04.042464Z,nv_cpu_memory_total_bytes,7169386174.02
2025-06-27T10:49:04.042464Z,nv_cpu_memory_total_bytes,8915391963.46
2025-06-27T10:50:04.042464Z,nv_cpu_memory_total_bytes,7428906740.17
2025-06-27T10:51:04.042464Z,nv_cpu_memory_total_bytes,8770860181.0
2025-06-27T10:52:04.042464Z,nv_cpu_memory_total_bytes,7859938731.89
2025-06-27T10:53:04.042464Z,nv_cpu_memory_total_bytes,9093274530.6
2025-06-27T10:54:04.042464Z,nv_cpu_memory_total_bytes,7450004052.49
2025-06-27T10:55:04.042464Z,nv_cpu_memory_total_bytes,9146338928.11
2025-06-27T10:06:04.042464Z,nv_cpu_memory_used_bytes,671439665.13
2025-06-27T10:07:04.042464Z,nv_cpu_memory_used_bytes,580628706.11
2025-06-27T10:08:04.042464Z,nv_cpu_memory_used_bytes,596771937.64
2025-06-27T10:09:04.042464Z,nv_cpu_memory_used_bytes,637113443.83
2025-06-27T10:10:04.042464Z,nv_cpu_memory_used_bytes,750478206.98
2025-06-27T10:11:04.042464Z,nv_cpu_memory_used_bytes,526944218.07
2025-06-27T10:12:04.042464Z,nv_cpu_memory_used_bytes,575714078.92
2025-06-27T10:13:04.042464Z,nv_cpu_memory_used_bytes,627834776.76
2025-06-27T10:14:04.042464Z,nv_cpu_memory_used_bytes,570342593.87
2025-06-27T10:15:04.042464Z,nv_cpu_memory_used_bytes,716532972.33
2025-06-27T10:16:04.042464Z,nv_cpu_memory_used_bytes,577449728.25
2025-06-27T10:17:04.042464Z,nv_cpu_memory_used_bytes,735558045.74
2025-06-27T10:18:04.042464Z,nv_cpu_memory_used_bytes,597977087.84
2025-06-27T10:19:04.042464Z,nv_cpu_memory_used_bytes,715964852.03
2025-06-27T10:20:04.042464Z,nv_cpu_memory_used_bytes,671892722.72
2025-06-27T10:21:04.042464Z,nv_cpu_memory_used_bytes,737597038.71
2025-06-27T10:22:04.042464Z,nv_cpu_memory_used_bytes,527255915.59
2025-06-27T10:23:04.042464Z,nv_cpu_memory_used_bytes,587539634.06
2025-06-27T10:24:04.042464Z,nv_cpu_memory_used_bytes,692738102.23
2025-06-27T10:25:04.042464Z,nv_cpu_memory_used_bytes,514268267.04
2025-06-27T10:26:04.042464Z,nv_cpu_memory_used_bytes,537548807.73
2025-06-27T10:27:04.042464Z,nv_cpu_memory_used_bytes,715052646.45
2025-06-27T10:28:04.042464Z,nv_cpu_memory_used_bytes,588316419.62
2025-06-27T10:29:04.042464Z,nv_cpu_memory_used_bytes,532110404.18
2025-06-27T10:30:04.042464Z,nv_cpu_memory_used_bytes,538885337.97
2025-06-27T10:31:04.042464Z,nv_cpu_memory_used_bytes,598753188.15
2025-06-27T10:32:04.042464Z,nv_cpu_memory_used_bytes,601580793.59
2025-06-27T10:33:04.042464Z,nv_cpu_memory_used_bytes,599354388.55
2025-06-27T10:34:04.042464Z,nv_cpu_memory_used_bytes,660121001.41
2025-06-27T10:35:04.042464Z,nv_cpu_memory_used_bytes,574673821.12
2025-06-27T10:36:04.042464Z,nv_cpu_memory_used_bytes,580323355.81
2025-06-27T10:37:04.042464Z,nv_cpu_memory_used_bytes,545188567.54
2025-06-27T10:38:04.042464Z,nv_cpu_memory_used_bytes,682954950.64
2025-06-27T10:39:04.042464Z,nv_cpu_memory_used_bytes,652652637.6
2025-06-27T10:40:04.042464Z,nv_cpu_memory_used_bytes,689243154.27
2025-06-27T10:41:04.042464Z,nv_cpu_memory_used_bytes,539118700.29
2025-06-27T10:42:04.042464Z,nv_cpu_memory_used_bytes,657126418.49
2025-06-27T10:43:04.042464Z,nv_cpu_memory_used_bytes,710746555.52
2025-06-27T10:44:04.042464Z,nv_cpu_memory_used_bytes,512992873.7
2025-06-27T10:45:04.042464Z,nv_cpu_memory_used_bytes,561433356.32
2025-06-27T10:46:04.042464Z,nv_cpu_memory_used_bytes,661916032.39
2025-06-27T10:47:04.042464Z,nv_cpu_memory_used_bytes,543266478.24
2025-06-27T10:48:04.042464Z,nv_cpu_memory_used_bytes,628439080.78
2025-06-27T10:49:04.042464Z,nv_cpu_memory_used_bytes,674510821.3
2025-06-27T10:50:04.042464Z,nv_cpu_memory_used_bytes,576989103.47
2025-06-27T10:51:04.042464Z,nv_cpu_memory_used_bytes,722149960.52
2025-06-27T10:52:04.042464Z,nv_cpu_memory_used_bytes,557022057.53
2025-06-27T10:53:04.042464Z,nv_cpu_memory_used_bytes,612243525.05
2025-06-27T10:54:04.042464Z,nv_cpu_memory_used_bytes,639334137.28
2025-06-27T10:55:04.042464Z,nv_cpu_memory_used_bytes,539448658.78
2025-06-27T10:06:04.042464Z,nv_cpu_utilization,0.0
2025-06-27T10:07:04.042464Z,nv_cpu_utilization,0.0
2025-06-27T10:08:04.042464Z,nv_cpu_utilization,0.0
